Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Kevin Salvadori,39,1.1,1.2,0.3,28.3,-,66.7,28.3,6.1,-0.2
Kevin Séraphin,423,5.9,3.5,0.6,48.9,0.0,71.5,48.9,12.1,5.9
Kevin Stacom,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1
Kevin Thompson,14,0.9,0.9,0.2,42.9,0.0,50.0,42.9,4.9,0.0
Kevin Williams,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
Kevin Willis,1424,12.1,8.4,0.9,48.7,21.1,71.3,48.8,15.7,81.8
Kevinn Pinkney,6,5.2,2.5,0.8,44.4,50.0,66.7,46.3,11.6,0.2
Kevon Looney,214,4.4,3.7,0.9,58.3,21.4,59.3,58.7,15.6,10.2
Keyon Dooling,728,7.0,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5
Khalid El-Amin,50,6.3,1.6,2.9,37.0,33.3,77.8,41.5,12.2,0.6
Khalid Reeves,277,7.8,2.1,3.2,41.6,36.3,74.4,48.2,13.1,8.4
Khem Birch,116,4.4,4.2,0.8,55.7,0.0,66.0,55.7,15.7,5.8
Khris Middleton,487,15.9,4.5,3.3,45.3,38.8,87.2,51.9,15.9,34.4
Khyri Thomas,28,2.2,0.7,0.3,31.9,28.6,61.5,39.1,6.1,0.0
Kiki Vandeweghe,810,19.7,3.4,2.1,52.5,36.8,87.2,53.4,18.4,75.6
Kim Anderson,21,3.0,2.1,0.7,31.2,null,53.6,null,3.0,-0.4
Kim English,41,2.9,0.9,0.6,37.5,28.0,72.4,43.8,7.9,0.2
Kim Hughes,425,3.8,5.6,0.9,47.9,-,39.7,47.9,11.4,13.9
Kirk Haston,27,1.2,1.0,0.3,23.2,0.0,50.0,23.2,-1.5,-0.5
Kirk Hinrich,879,10.9,2.9,4.8,41.1,37.5,80.0,48.0,12.8,52.5
Kirk Penney,6,0.8,0.3,0.3,22.2,25.0,-,27.8,-6.0,-0.2
Kirk Snyder,211,6.3,2.3,1.1,43.8,32.7,69.9,47.9,12.4,4.5
Kiwane Lemorris Garris,31,2.3,0.6,1.0,32.0,33.3,76.0,35.3,7.5,-0.2
Klay Thompson,615,19.5,3.5,2.3,45.9,41.9,84.8,55.1,16.4,46.8
Kleggie Hermsen,288,9.3,5.8,1.3,29.7,null,65.4,null,-6.2,11.6
Kobe Bryant,1346,25.0,5.2,4.7,44.7,32.9,83.7,48.2,22.9,172.7
Kobi Simmons,33,5.9,1.5,2.1,42.3,28.2,100.0,45.2,7.7,-0.2
Korleone Young,3,4.3,1.3,0.3,50.0,25.0,100.0,55.0,31.3,0.1
Kornél Dávid,109,5.0,2.8,0.6,44.6,0.0,81.7,44.6,12.5,2.5
Kosta Koufos,686,5.7,5.0,0.5,53.4,0.0,58.2,53.4,15.4,28.3
Kosta Perović,7,1.4,1.9,0.1,30.0,-,66.7,30.0,10.3,0.0
Kostas Antetokounmpo,4,0.5,0.5,0.0,0.0,-,50.0,0.0,0.2,-0.1
Kostas Papanikolaou,69,3.6,2.3,1.5,35.4,29.7,68.8,43.2,7.3,0.3
Kris Dunn,214,8.3,3.3,4.2,41.9,30.8,72.3,45.3,11.9,3.5
Kris Humphries,800,6.7,5.4,0.7,46.3,29.3,70.0,46.9,15.4,30.3
Kris Joseph,10,0.9,0.7,0.1,14.3,0.0,62.5,14.3,0.6,-0.1
Kristaps Porziņģis,217,17.7,7.4,1.4,43.2,35.7,79.4,48.6,18.1,13.9
Kurk Lee,48,1.4,0.6,0.7,26.8,20.0,89.3,28.9,5.6,-0.1
Kurt Nimphius,564,6.4,4.4,1.2,48.7,10.0,66.8,48.7,11.8,17.5
Kurt Rambis,880,5.2,5.6,1.1,53.4,0.0,68.9,53.4,13.1,38.3
Kurt Thomas,1110,8.1,6.6,1.1,48.6,28.1,76.0,48.7,13.9,64.2
Kwame Brown,607,6.6,5.5,0.9,49.2,11.1,57.0,49.2,12.5,20.8
Ky Bowman,35,7.7,2.6,2.9,41.5,35.6,88.9,47.5,10.0,0.4
Kyle Anderson,332,5.3,3.9,1.9,48.9,31.2,69.9,51.1,13.5,16.3
Kyle Collinsworth,32,3.2,3.3,1.8,38.4,23.5,52.5,40.4,10.0,0.5
Kyle Korver,1208,9.8,3.0,1.7,44.2,42.9,87.7,57.3,12.8,72.2
Kyle Kuzma,175,16.5,5.5,2.0,45.0,33.7,73.3,51.9,13.7,7.6
Kyle Lowry,883,14.6,4.3,6.1,42.3,36.7,80.7,50.5,18.4,90.3
Kyle Macy,551,9.5,2.2,4.0,50.1,33.7,87.3,52.3,14.0,36.0
Kyle O'Quinn,462,5.5,4.6,1.3,51.7,22.6,74.2,52.4,17.8,17.3
Kyle Singler,356,6.5,2.9,0.8,41.8,36.2,78.6,49.3,9.5,10.0
Kyle Weaver,73,5.0,2.2,1.6,44.1,35.3,73.6,51.0,10.3,1.5
Kyle Wiltjer,14,0.9,0.7,0.1,28.6,30.8,50.0,42.9,6.7,0.0
Kyrie Irving,519,22.4,3.7,5.7,46.5,38.8,87.7,52.4,22.2,60.0
Kyrylo Fesenko,135,2.3,2.0,0.3,49.6,0.0,41.0,49.6,8.5,0.9
