Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Patrick O'Bryant,90,2.1,1.4,0.3,49.4,0.0,58.3,49.4,11.0,0.5
Patrick Patterson,655,6.8,4.1,1.1,44.8,36.8,74.8,52.0,12.6,30.0
Patty Mills,641,8.6,1.7,2.4,43.1,39.3,84.4,53.8,14.5,29.2
Pau Gasol,1226,17.0,9.2,3.2,50.7,36.8,75.3,51.3,21.4,144.1
Paul Arizin,713,22.8,8.6,2.3,42.1,null,81.0,null,19.7,108.8
Paul Cloyd,7,2.7,-,0.3,26.9,null,62.5,null,-,-0.1
Paul Davis,82,2.6,1.9,0.4,40.2,0.0,73.2,40.2,10.6,0.5
Paul Dawkins,57,5.5,2.2,1.4,47.0,20.0,68.8,47.2,11.0,-0.1
Paul George,630,20.0,6.4,3.3,43.3,37.9,84.7,51.0,19.2,67.8
Paul Gordon,4,0.8,-,0.8,0.0,null,60.0,null,-,-0.1
Paul Graham,179,8.4,2.4,2.0,44.8,33.9,73.9,48.7,13.7,5.7
Paul Grant,16,1.8,1.1,0.2,44.8,-,37.5,44.8,4.0,-0.1
Paul Griffin,480,5.1,5.5,2.3,50.5,-,69.2,50.5,11.9,19.6
Paul Hoffman,317,10.2,5.1,2.9,34.0,null,67.6,null,12.1,12.9
Paul Hogue,65,6.3,7.1,0.7,36.5,null,44.8,null,7.1,-1.1
Paul Huston,46,3.6,-,0.6,23.7,null,69.7,null,-,1.2
Paul Long,80,3.9,0.8,0.8,42.9,-,76.5,42.9,14.7,0.8
Paul McCracken,37,4.3,2.0,0.9,45.0,null,59.6,null,11.0,0.5
Paul McPherson,55,4.8,1.4,0.7,50.5,16.7,72.4,50.9,13.6,0.9
Paul Millsap,977,14.0,7.4,2.3,49.0,33.9,73.8,51.2,19.0,90.8
Paul Mokeski,694,4.0,3.4,0.7,45.1,21.6,69.4,45.3,8.9,13.5
Paul Napolitano,1,0.0,-,0.0,-,null,-,null,-,0.0
Paul Neumann,451,11.1,2.9,3.2,44.2,null,79.9,null,13.8,28.3
Paul Noel,201,3.3,1.4,0.7,29.1,null,63.6,null,2.3,0.2
Paul Nolen,1,0.0,1.0,0.0,0.0,null,-,null,-20.3,0.0
Paul Pierce,1343,19.7,5.6,3.5,44.5,36.8,80.6,50.0,19.7,150.0
Paul Pressey,724,10.6,3.9,5.1,48.5,22.2,74.9,49.1,15.5,49.0
Paul Ruffner,133,4.2,3.0,0.5,47.1,-,68.8,47.1,13.6,1.0
Paul Scranton,5,1.8,3.2,0.2,44.4,-,25.0,44.4,10.6,0.0
Paul Seymour,622,9.4,3.1,3.8,35.0,null,79.2,null,13.8,37.5
Paul Shirley,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2
Paul Silas,1254,9.4,9.9,2.1,43.2,-,67.3,43.2,13.9,79.9
Paul Stovall,38,4.6,3.1,0.7,41.6,-,63.4,41.6,12.1,0.2
Paul Thompson,154,8.9,3.5,1.5,43.2,21.0,79.2,43.8,13.7,4.9
Paul Walther,370,7.7,3.7,2.6,36.2,null,70.8,null,12.9,20.3
Paul Watson,1,0.0,1.0,0.0,0.0,0.0,-,0.0,-10.7,0.0
Paul Westphal,823,15.6,1.9,4.4,50.4,27.5,82.0,50.6,19.4,67.7
Paul Zipser,98,4.7,2.6,0.8,37.1,33.5,76.9,44.8,6.1,0.0
Pavel Podkolzin,6,0.7,1.5,0.0,0.0,-,50.0,0.0,-2.8,-0.1
Pearl Washington,194,8.6,1.9,3.8,45.2,18.4,74.6,45.8,12.4,1.9
Peja Stojaković,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6
Penny Early,1,0.0,0.0,0.0,-,-,-,-,-,0.0
Pep Saul,384,5.6,2.0,1.6,36.0,null,73.9,null,7.5,9.8
Pepe Sánchez,38,0.5,0.6,1.3,27.3,0.0,100.0,27.3,12.3,0.4
Pero Antić,113,6.3,3.5,0.9,39.2,31.4,73.0,48.3,10.6,3.0
Perry Jones,143,3.4,1.8,0.4,42.0,29.3,66.0,45.9,8.5,1.7
Perry Moss,136,3.9,1.5,1.5,41.5,17.4,72.2,42.3,9.2,0.9
Perry Warbington,5,2.0,1.6,3.2,19.0,null,100.0,null,3.1,-0.3
Perry Young,9,1.4,0.9,0.8,28.6,-,50.0,28.6,3.0,-0.1
Pervis Ellison,474,9.5,6.7,1.5,51.0,5.0,68.9,51.0,15.2,21.8
Pete Brennan,16,2.5,1.9,0.4,30.2,null,56.0,null,7.2,-0.1
Pete Chilcutt,584,4.3,3.3,0.8,44.1,38.1,69.6,48.1,11.9,10.6
Pete Cross,182,5.8,8.3,1.0,43.1,null,69.5,null,12.5,4.2
Pete Darcey,12,0.9,0.8,0.2,16.7,null,55.6,null,-5.7,-0.2
Pete Lalich,1,0.0,-,0.0,0.0,null,-,null,-,0.0
Pete Maravich,658,24.2,4.2,5.4,44.1,66.7,82.0,44.1,18.4,46.7
Pete Myers,377,4.8,1.8,2.1,42.1,21.9,66.8,43.1,9.9,5.8
Pete Smith,5,0.8,1.6,0.2,16.7,0.0,-,16.7,-9.3,-0.2
Pete Verhoeven,282,3.5,2.3,0.5,50.5,25.0,68.9,50.5,10.3,5.2
Pete Williams,58,2.6,2.5,0.3,60.2,-,42.5,60.2,11.4,1.4
Peter Aluma,2,1.0,1.0,0.0,50.0,-,-,50.0,3.1,0.0
Peter John Ramos,6,1.8,0.7,0.0,50.0,-,50.0,50.0,8.2,0.0
Peter Thibeaux,93,5.0,1.5,0.5,45.3,28.6,62.6,45.6,10.5,0.1
Petey Rosenberg,51,2.9,-,0.5,20.9,null,61.2,null,-,-0.4
Peyton Siva,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2
Phil Bond,7,0.6,0.6,0.3,33.3,null,-,null,5.3,0.0
Phil Chenier,578,17.2,3.6,3.0,44.4,40.0,80.6,44.5,15.3,39.3
Phil Farbman,48,3.2,-,0.8,30.7,null,67.9,null,-,1.4
Phil Ford,482,11.6,1.8,6.4,46.7,21.0,82.0,46.9,13.9,23.3
Phil Hankinson,31,3.9,1.8,0.2,49.1,null,76.9,null,18.0,0.6
Phil Hicks,57,2.3,1.6,0.6,44.7,null,77.8,null,11.0,0.5
Phil Hubbard,665,10.9,5.3,1.3,49.5,3.8,70.6,49.5,13.9,29.0
Phil Jackson,807,6.7,4.3,1.1,45.3,0.0,73.6,45.3,12.5,29.3
Phil Jordon,442,10.9,6.9,1.7,39.8,null,69.4,null,13.4,9.9
Phil Lumpkin,82,3.3,1.0,2.7,42.4,null,81.2,null,10.5,0.7
Phil Martin,7,1.7,1.4,0.9,26.3,null,100.0,null,6.6,-0.1
Phil Pressey,148,3.2,1.5,2.9,34.1,25.4,63.0,38.8,9.9,0.8
Phil Rollins,177,5.1,2.2,2.6,38.5,null,64.9,null,11.2,1.9
Phil Sellers,44,4.5,0.9,0.6,38.4,null,72.2,null,14.0,0.0
Phil Smith,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1
Phil Walker,40,4.5,1.3,1.4,35.4,null,66.7,null,9.0,-0.4
Phil Zevenbergen,8,3.8,1.6,0.4,55.6,-,0.0,55.6,13.7,0.0
Phillip Wagner,12,3.0,1.9,1.2,26.8,25.0,76.5,28.0,0.5,-0.1
Pickles Kennedy,7,1.7,1.1,1.3,19.0,null,66.7,null,3.8,-0.1
Pierre Jackson,8,4.4,1.1,2.4,33.3,27.3,85.7,37.2,13.0,0.0
Pierre Russell,110,4.0,2.0,1.0,43.9,10.0,65.7,44.2,13.0,1.5
Plummer Lott,67,2.2,1.8,0.6,29.4,null,58.3,null,4.1,-1.3
Pooh Richardson,639,11.1,2.8,6.5,44.4,32.9,65.2,47.0,14.9,26.7
Pop Goodwin,79,4.4,-,0.3,26.6,null,77.5,null,-,0.4
Popeye Jones,535,7.0,7.4,1.3,44.7,28.1,75.1,45.0,13.3,22.0
Pops Mensah-Bonsu,61,3.0,3.0,0.2,41.0,0.0,58.9,41.0,12.4,0.4
Porter Meriwether,31,3.8,0.9,1.4,39.3,null,69.7,null,12.4,0.2
Predrag Drobnjak,278,7.9,3.5,0.8,42.5,34.0,79.9,44.0,12.6,5.6
Predrag Savović,27,3.1,0.9,0.8,31.2,15.4,72.4,33.3,6.0,-0.2
Press Maravich,51,4.6,-,0.1,27.2,null,51.7,null,-,-0.7
Price Brookfield,61,7.8,-,2.2,28.3,null,73.9,null,-,0.2
Priest Lauderdale,74,3.4,1.9,0.4,47.2,0.0,55.4,47.2,11.3,-0.8
Primož Brezec,342,7.2,3.9,0.5,49.8,16.7,70.1,49.8,13.6,10.8
Purvis Short,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1
Pétur Guðmundsson,150,4.6,3.8,1.0,49.4,50.0,75.4,49.5,10.6,2.1
