Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Mookie Blaylock,889,13.5,4.1,6.7,40.9,33.6,73.6,46.5,16.8,71.8
Mike Bloom,93,6.8,-,0.8,25.5,null,71.3,null,-,2.5
Mark Blount,605,8.2,4.6,0.8,50.4,35.9,72.3,50.8,12.5,18.8
Muggsy Bogues,889,7.7,2.6,7.6,45.8,27.8,82.7,46.7,15.0,54.0
Manute Bol,624,2.6,4.2,0.3,40.7,21.0,56.1,42.0,9.4,12.3
Marques Bolden,7,1.0,1.1,0.0,33.3,-,62.5,33.3,13.9,0.1
Matt Bonner,792,5.8,3.0,0.7,46.4,41.4,78.0,57.0,13.6,38.5
Melvin Booker,32,5.2,1.2,2.3,40.0,26.8,87.1,44.8,8.2,-0.1
Michael Bradley,173,2.8,3.4,0.5,47.7,14.3,51.1,47.9,11.3,2.0
Mark Bradtke,36,1.6,1.9,0.2,43.1,-,69.2,43.1,9.6,0.2
Marques Bragg,53,2.5,1.5,0.2,45.0,-,56.1,45.0,9.8,0.1
Mike Bratz,586,7.0,1.8,3.2,40.7,30.5,83.0,42.6,12.0,11.1
Mikal Bridges,227,10.2,3.8,2.0,49.7,37.6,83.0,58.7,13.4,15.7
Miles Bridges,211,10.8,5.1,1.7,46.1,35.4,81.6,53.5,13.3,8.8
Mike Brittain,38,1.7,1.4,0.2,50.0,-,52.4,50.0,4.7,-0.1
Malcolm Brogdon,297,15.1,4.1,4.7,46.6,38.6,88.7,53.0,16.6,21.5
MarShon Brooks,200,8.0,2.1,1.4,44.7,34.5,75.1,48.7,13.9,3.3
Michael Brooks,319,12.8,6.3,2.6,48.6,15.2,71.4,48.6,15.2,16.5
Marcus Brown,27,3.4,0.8,0.9,38.1,33.3,71.4,45.8,10.5,0.3
Markel Brown,113,5.2,2.1,1.2,38.0,29.5,78.1,43.2,10.1,1.1
Mike Brown,626,5.0,4.4,0.7,45.5,12.5,69.0,45.5,9.7,15.9
Moses Brown,52,7.3,7.6,0.2,54.0,-,60.4,54.0,18.4,2.6
Myron Brown,4,2.3,0.8,1.5,66.7,33.3,-,75.0,14.7,0.0
Mark Bryant,797,5.4,3.8,0.6,50.0,8.3,69.7,50.0,10.9,26.1
Matt Bullard,615,5.3,2.0,0.9,41.8,38.4,76.8,52.1,11.9,16.8
Mike Butler,245,8.8,1.5,2.1,39.3,28.9,86.6,43.6,11.9,7.2
Mitchell Butler,362,5.2,2.0,0.9,43.8,30.4,62.3,46.8,10.2,3.1
Marty Byrnes,263,5.7,2.2,1.6,46.3,32.6,73.6,46.9,10.8,4.2
Michael Bytzura,60,3.5,-,0.5,24.4,null,50.0,null,-,-1.4
Michael Cage,1140,7.3,7.6,0.9,51.5,0.0,66.4,51.5,13.9,74.4
Mack Calvin,755,16.1,2.5,4.8,44.7,24.5,86.3,45.1,17.4,60.4
Marcus Camby,973,9.5,9.8,1.9,46.6,20.5,67.0,46.8,17.8,81.6
M.L. Carr,678,10.0,4.5,2.0,47.2,27.5,73.7,47.6,14.0,33.5
Matt Carroll,459,6.6,1.9,0.7,41.3,38.4,84.1,48.2,11.6,10.7
Maurice Carter,10,4.2,1.1,0.4,31.4,36.4,80.0,37.1,5.8,0.0
Michael Carter-Williams,391,10.3,4.4,4.4,40.2,25.5,70.6,42.6,13.5,6.6
Mario Chalmers,646,8.9,2.5,3.7,41.7,35.1,79.3,49.8,12.7,32.3
Mike Champion,2,0.0,0.0,0.0,0.0,0.0,-,0.0,-43.7,-0.1
Maurice Cheeks,1101,11.1,2.8,6.7,52.3,25.5,79.3,52.6,16.5,103.5
Marquese Chriss,258,8.0,4.9,1.1,45.5,28.9,66.7,50.0,13.3,5.7
Mateen Cleaves,167,3.6,1.0,1.9,38.9,26.7,72.8,39.9,8.5,-0.8
Mardy Collins,189,3.9,1.8,1.7,38.0,29.9,59.9,40.5,7.9,-1.6
Mike Conley,886,14.9,3.0,5.7,43.9,37.9,82.1,50.1,17.6,80.1
Marty Conlon,379,6.5,3.5,1.0,49.8,20.0,73.5,50.2,13.2,8.9
Michael Cooper,873,8.9,3.2,4.2,46.9,34.0,83.3,50.2,12.8,52.5
Matt Costello,4,1.0,2.3,0.5,50.0,-,-,50.0,9.7,0.1
Mel Counts,789,8.3,6.0,1.4,43.5,null,76.4,null,15.3,27.7
Marcus Cousin,4,1.0,0.8,0.0,66.7,-,-,66.7,7.8,0.0
Mitch Creek,5,4.2,2.4,1.2,50.0,0.0,71.4,50.0,20.2,0.2
Mark Crow,15,5.6,1.8,0.5,43.8,null,70.0,null,12.8,0.2
Michael Curry,667,4.5,1.6,1.2,44.7,29.8,82.5,46.3,7.5,17.8
Mike D'Antoni,180,3.4,1.5,2.0,41.4,0.0,73.5,41.4,10.2,2.0
Mike Dabich,10,2.0,1.3,0.2,66.7,-,44.4,66.7,12.0,0.2
Marquis Daniels,548,7.9,2.8,1.8,45.1,23.5,72.1,46.4,12.9,16.5
Mel Daniels,639,18.4,14.9,1.8,46.8,8.8,65.7,46.8,20.1,64.8
Mack Daughtry,4,3.3,1.3,0.8,40.0,-,100.0,40.0,11.9,0.1
Mark Davis,33,3.8,1.1,0.4,48.0,10.0,82.4,48.5,15.0,0.7
Mark Davis,230,5.5,3.0,1.3,44.2,24.6,65.5,45.5,11.9,2.3
Mel Davis,190,5.3,4.3,0.9,37.6,null,70.9,null,12.0,0.3
Mickey Davis,309,5.0,2.7,1.0,45.5,0.0,83.5,45.5,13.9,8.8
Mike Davis,242,10.1,2.1,1.7,42.4,26.1,76.5,42.5,12.2,5.0
Mike Davis,8,1.8,1.3,0.0,40.0,-,60.0,40.0,21.1,0.1
Monti Davis,2,1.5,2.0,0.0,20.0,-,20.0,20.0,4.5,-0.1
Malcolm Delaney,127,5.7,1.8,2.8,37.7,30.8,80.5,43.1,8.9,1.1
Matthew Dellavedova,447,5.5,1.8,3.7,38.6,36.4,84.0,47.4,9.8,10.1
Marcus Derrickson,11,4.2,1.2,0.1,48.5,50.0,80.0,63.6,19.4,0.2
Mamadi Diakite,14,3.1,2.4,0.6,40.0,12.5,78.6,41.3,12.3,0.3
Michael Dickerson,212,15.4,2.9,2.6,43.2,40.2,78.4,48.3,13.4,9.6
Mickey Dillard,33,2.2,0.5,1.0,36.7,0.0,65.2,36.7,7.0,-0.2
Michael Doleac,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7
Milton Doyle,10,3.4,1.8,1.0,27.7,17.4,50.0,31.9,5.2,-0.1
Mike Dunleavy,438,8.0,1.6,3.9,46.7,33.9,81.0,49.2,14.0,16.1
Mike Dunleavy,986,11.2,4.3,2.2,44.1,37.7,80.3,51.4,13.9,58.5
Mark Eaton,875,6.0,7.9,1.0,45.8,0.0,64.9,45.8,10.9,44.8
Mario Elie,732,8.6,2.8,2.6,47.3,36.5,85.4,53.7,13.1,48.9
Monta Ellis,833,17.8,3.5,4.6,45.1,31.4,77.2,48.0,16.0,41.9
Melvin Ely,375,5.3,3.2,0.7,46.0,0.0,62.5,46.0,10.6,4.0
Maurice Evans,562,6.7,2.5,0.7,44.2,36.3,78.5,50.8,11.9,21.7
Mike Evans,591,7.7,1.4,2.6,45.2,30.7,80.7,48.0,12.0,9.3
Mike Farmer,423,6.7,4.6,1.3,39.3,null,81.4,null,9.9,6.3
Michael Finley,1103,15.7,4.4,2.9,44.4,37.5,81.1,49.2,16.0,85.2
Matt Fish,50,3.5,2.2,0.5,50.0,0.0,62.5,50.0,11.9,0.6
Malik Fitts,3,1.0,1.0,0.0,33.3,50.0,-,50.0,2.9,0.0
Marcus Fizer,289,9.6,4.6,1.2,43.5,19.1,69.1,43.9,13.4,2.7
Malachi Flynn,47,7.5,2.5,2.9,37.4,32.1,80.4,45.3,10.9,0.8
Mike Flynn,211,6.2,2.1,2.2,41.9,25.3,62.9,42.9,12.1,2.8
Melvin Frazier,29,1.9,0.5,0.1,40.0,36.4,37.5,47.3,7.5,0.0
Michael Frazier,13,2.1,0.8,0.2,24.1,17.4,64.3,31.0,-0.9,-0.2
Matt Freije,42,3.2,2.0,0.6,29.3,22.4,71.4,34.0,4.6,-0.6
Markelle Fultz,113,10.9,3.3,4.6,44.7,26.5,69.5,46.6,13.4,3.1
Mike Gale,842,7.4,2.9,3.7,46.4,18.7,78.1,46.6,12.4,34.6
Marlon Garnett,24,2.1,0.9,0.8,29.4,26.1,75.0,35.3,6.5,0.0
Marc Gasol,891,14.0,7.4,3.4,48.1,36.0,77.6,50.3,18.0,85.3
Michael Gbinije,9,0.4,0.3,0.2,10.0,0.0,100.0,10.0,-2.1,-0.1
Matt Geiger,552,9.2,5.7,0.7,49.9,23.2,72.8,50.1,15.2,28.4
Mickaël Gelabale,145,4.6,2.3,0.8,47.0,31.6,81.5,50.8,10.5,3.0
Marcus Georges-Hunt,47,1.6,0.5,0.2,41.8,29.4,71.0,46.4,7.5,0.3
Mel Gibson,9,1.4,0.4,0.7,30.0,null,50.0,null,2.5,-0.1
Mike Gibson,64,1.6,1.7,0.2,38.7,-,67.9,38.7,8.6,0.3
Manu Ginóbili,1057,13.3,3.5,3.8,44.7,36.9,82.7,52.0,20.2,106.4
Mickell Gladness,26,2.2,2.2,0.2,42.4,-,50.0,42.4,9.5,0.2
Mike Glenn,593,7.6,1.2,1.6,54.2,28.6,85.5,54.3,15.1,25.3
Mike Gminski,938,11.7,6.9,1.3,46.5,12.2,84.3,46.5,16.3,55.9
Marcin Gortat,806,9.9,7.9,1.1,55.1,15.0,68.0,55.2,17.1,61.3
Mal Graham,70,4.7,1.7,1.1,39.8,null,65.7,null,8.3,0.8
Mike Green,459,11.5,6.9,1.3,48.0,8.3,73.2,48.0,16.3,27.6
Mike Grosso,25,4.1,4.9,0.4,44.1,-,56.5,44.1,10.0,-0.1
Marko Guduric,44,3.9,1.7,1.0,39.5,30.1,92.3,47.5,8.8,0.1
Matt Guokas,47,1.7,-,0.2,26.9,null,55.3,null,-,1.1
Matt Guokas,735,5.8,2.0,3.0,48.9,null,72.7,null,9.8,26.7
Malik Hairston,62,2.4,1.2,0.5,51.2,16.7,51.4,52.0,11.7,0.8
Marcus Haislip,89,3.5,1.5,0.2,43.7,35.0,65.9,44.9,10.8,0.5
Mike Hall,2,1.0,1.0,0.5,25.0,-,-,25.0,3.1,0.0
Maurice Harkless,574,7.0,3.6,1.0,47.5,32.1,62.1,52.7,11.9,22.5
Mike Harper,123,5.0,3.5,0.6,47.4,0.0,55.9,47.4,11.3,2.4
Matt Harpring,665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9
Montrezl Harrell,387,12.8,5.2,1.3,61.6,8.3,65.0,61.6,22.5,33.4
Manny Harris,93,6.2,2.7,1.4,38.0,35.3,73.8,43.0,10.7,0.1
Mike Harris,54,3.4,2.1,0.2,46.4,0.0,78.2,46.4,14.4,1.0
Marshall Hawkins,39,3.9,-,1.3,28.2,null,68.9,null,-,-0.1
Michael Hawkins,75,1.8,0.9,1.6,37.7,30.5,80.0,44.6,8.6,0.2
Mark Hendrickson,114,3.3,2.8,0.6,41.6,16.7,80.3,42.1,10.6,2.1
Myke Henry,20,5.4,1.9,1.1,37.6,32.8,60.0,46.3,9.7,0.1
Mario Hezonja,330,6.9,3.1,1.3,41.7,31.9,81.2,48.2,10.5,3.2
Mike Higgins,18,1.7,0.5,0.3,50.0,-,70.6,50.0,7.2,0.2
Mel Hirsch,13,1.5,-,0.8,20.0,null,50.0,null,-,-0.2
Michael Holton,325,6.2,1.4,3.0,44.1,25.7,80.7,44.9,10.5,4.8
Markus Howard,37,2.8,0.6,0.5,37.7,27.7,77.8,46.2,6.4,-0.3
Mo Howard,32,4.8,1.2,1.3,48.5,null,68.6,null,14.5,0.6
Marcelo Huertas,76,3.9,1.5,3.1,40.9,25.0,78.3,44.3,10.1,-0.2
Mel Hutchins,437,11.1,9.6,3.0,38.9,null,67.3,null,14.7,27.9
Marc Iavaroni,531,4.4,3.2,1.0,45.9,0.0,71.0,45.9,7.9,8.0
Mile Ilić,5,0.0,0.2,0.0,0.0,-,-,0.0,-48.6,-0.2
McCoy Ingram,24,2.8,4.8,0.8,26.2,null,46.4,null,7.6,-0.7
Mike Iuzzolino,122,9.0,2.0,4.3,45.7,40.4,79.8,52.5,12.9,3.7
Marc Jackson,387,8.4,4.3,0.8,44.6,22.6,81.4,44.7,14.1,13.0
Mark Jackson,1296,9.6,3.8,8.0,44.7,33.2,77.0,48.1,16.0,91.8
Mervin Jackson,262,11.6,3.3,3.1,41.1,33.6,81.7,42.0,11.8,7.5
Michael Jackson,89,2.1,0.8,2.2,36.9,27.3,67.5,39.1,7.7,-0.2
Mike Jackson,264,10.2,5.7,1.0,50.8,26.7,76.6,50.9,13.3,9.0
Myron Jackson,8,1.4,0.4,0.8,22.2,-,87.5,22.2,10.6,0.0
Mike James,595,9.9,2.2,3.5,41.7,37.9,80.2,48.4,14.0,22.3
Mike James,49,8.9,2.5,3.7,38.0,28.7,76.6,42.5,13.4,0.4
Marko Jarić,447,7.1,2.7,3.6,40.4,34.4,73.0,45.3,12.0,12.1
Magic Johnson,906,19.5,7.2,11.2,52.0,30.3,84.8,53.3,24.1,155.8
Marques Johnson,691,20.1,7.0,3.6,51.8,15.2,73.9,51.9,20.1,79.8
Mickey Johnson,904,14.1,7.2,3.0,44.9,16.5,80.0,45.0,16.9,58.6
Major Jones,374,4.4,3.5,0.6,49.0,11.1,58.6,49.0,11.3,5.5
Mark Jones,6,1.2,0.3,0.8,50.0,0.0,50.0,50.0,14.7,0.0
Mark Jones,10,2.3,1.3,0.6,29.0,0.0,50.0,29.0,4.4,-0.1
Mason Jones,32,5.3,1.7,1.3,42.3,36.4,62.5,52.0,12.1,0.2
Michael Jordan,1072,30.1,6.2,5.3,49.7,32.7,83.5,50.9,27.9,214.0
Mfiondu Kabengele,51,2.7,1.4,0.4,38.8,31.4,84.0,47.9,11.2,0.4
Mario Kasun,73,2.7,2.6,0.2,46.7,0.0,63.6,46.7,10.8,0.8
Mike Kearns,6,0.2,0.5,0.8,0.0,null,25.0,null,1.0,-0.1
Michael Kidd-Gilchrist,446,8.4,5.4,1.2,47.4,27.2,71.5,47.8,13.4,21.0
Maurice King,38,5.9,2.8,3.8,39.8,null,80.0,null,8.5,0.0
Maxi Kleber,267,7.1,4.5,1.0,45.8,36.8,81.7,56.6,12.8,14.0
Milo Komenich,64,9.9,-,1.9,28.3,null,58.4,null,-,1.4
Mitch Kupchak,510,10.2,5.4,0.7,52.3,0.0,70.4,52.3,16.2,27.1
Mindaugas Kuzminskas,69,6.2,1.8,1.0,42.6,32.1,80.9,49.9,12.3,1.1
Maciej Lampe,64,3.4,2.2,0.3,40.7,25.0,67.6,41.1,8.5,-0.2
Marcus Landry,18,2.4,1.1,0.0,37.2,32.1,60.0,47.7,7.2,-0.1
Mark Landsberger,437,5.6,6.1,0.5,48.1,0.0,52.2,48.1,12.8,12.2
Mo Layton,267,6.9,1.3,2.6,44.8,-,74.9,44.8,11.8,4.4
Manny Leaks,446,11.9,9.0,1.1,44.0,0.0,70.7,44.0,15.0,14.4
Malcolm Lee,36,3.9,1.8,1.4,38.2,29.4,70.3,41.9,9.5,0.4
Meyers Leonard,447,5.6,3.9,0.9,48.2,39.0,80.9,56.4,12.0,15.5
Martin Lewis,25,3.6,1.4,0.3,47.3,30.0,59.3,49.3,11.2,0.1
Mike Lewis,337,12.1,11.9,3.0,49.8,0.0,73.5,49.8,17.6,24.4
Marcus Liberty,267,7.3,3.5,0.9,41.7,34.0,66.4,43.5,12.2,4.0
Maurice Lucas,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0
Mike Lynn,49,2.6,1.4,0.6,32.9,null,66.7,null,4.5,-0.3
Mike Macaluso,30,1.6,0.8,0.1,43.2,null,58.8,null,10.2,0.0
Malcolm Mackey,22,1.5,1.1,0.0,37.8,0.0,50.0,37.8,12.6,0.1
Mark Macon,251,6.7,1.9,1.7,38.4,27.0,73.5,39.4,8.9,0.1
Mark Madsen,453,2.2,2.6,0.4,45.7,6.3,52.7,45.7,8.1,8.2
Mo Mahoney,8,1.5,1.1,0.3,33.3,null,80.0,null,9.4,0.0
Moses Malone,1455,20.3,12.3,1.3,49.5,9.6,76.0,49.5,22.0,179.1
Matt Maloney,295,7.4,1.7,2.9,40.8,37.2,79.7,51.2,10.6,9.5
Mike Maloy,71,6.2,3.8,0.7,42.4,0.0,70.2,42.4,12.8,0.9
Maurice Martin,69,3.0,0.9,0.7,37.8,21.1,59.8,38.8,9.3,-0.3
Mangok Mathiang,4,2.0,2.5,0.0,57.1,-,0.0,57.1,18.0,0.1
Marlon Maxey,98,4.9,3.7,0.2,54.2,0.0,68.5,54.2,15.6,2.6
Matt Mazza,26,3.8,-,1.1,30.0,null,71.1,null,-,0.0
Mel McCants,13,1.7,0.5,0.2,30.8,-,75.0,30.8,5.1,0.0
Mike McCarron,68,9.7,-,0.9,28.0,null,61.4,null,-,4.3
Michael McDonald,1,0.0,1.0,0.0,-,-,-,-,-22.1,-0.1
Mel McGaha,51,3.5,-,1.0,31.8,null,59.1,null,-,1.5
Mitch McGary,52,4.4,3.5,0.3,52.7,0.0,58.0,52.7,15.4,1.3
Mike McGee,520,9.6,2.1,1.2,48.7,35.4,59.7,52.3,14.0,15.1
Maurice McHartley,189,12.4,3.2,3.4,40.2,18.8,74.6,40.6,9.4,5.0
McCoy McLemore,580,8.8,5.5,1.3,39.4,null,77.1,null,12.2,9.5
Mal McMullen,109,4.8,2.5,1.1,30.6,null,56.1,null,-,-0.5
Mark McNamara,278,3.5,3.0,0.3,51.2,-,54.8,51.2,10.8,2.8
Monk Meineke,343,6.8,4.7,1.3,36.7,null,75.6,null,13.4,14.9
Marko Milič,44,2.5,0.7,0.3,56.0,42.9,64.7,57.7,14.9,0.2
Malcolm Miller,53,2.0,0.7,0.3,43.4,40.6,62.5,59.0,8.8,0.7
Mike Miller,1032,10.6,4.2,2.6,45.9,40.7,76.9,55.0,14.3,60.7
Mark Minor,4,1.3,1.0,0.5,25.0,null,75.0,null,6.8,0.0
Mike Mitchell,759,19.8,5.6,1.3,49.3,21.6,77.9,49.4,16.7,50.2
Murray Mitchell,2,1.0,-,1.0,33.3,null,-,null,-,0.0
Malik Monk,233,9.1,2.0,1.8,40.3,33.9,84.3,49.1,12.1,2.0
Matt Mooney,4,0.5,0.8,0.3,25.0,0.0,-,25.0,8.1,0.0
Mikki Moore,564,5.8,3.9,0.7,55.1,15.4,74.3,55.1,12.5,22.5
Marcus Morris,664,12.2,4.6,1.5,43.5,37.9,76.3,51.2,13.5,34.0
Markieff Morris,698,11.0,5.3,1.6,44.6,34.1,77.6,49.1,13.6,26.7
Max Morris,62,12.6,-,3.1,36.3,null,66.7,null,-,4.1
Monte Morris,205,9.8,2.1,3.5,47.9,39.3,81.6,54.2,15.3,13.1
Mike Morrison,36,2.0,0.6,0.3,33.8,28.6,80.0,35.3,4.2,-0.3
Mychal Mulder,67,6.2,1.2,0.5,43.7,38.0,67.6,58.9,10.2,1.3
Mike Muscala,389,6.0,3.2,0.9,45.8,36.8,84.7,55.0,13.6,14.5
Martin Müürsepp,83,4.7,2.2,0.6,42.5,32.3,69.3,45.7,14.9,2.0
Makhtar N'Diaye,4,1.3,1.3,0.3,25.0,-,75.0,25.0,3.9,0.0
Mamadou N'Diaye,69,3.8,3.3,0.1,42.7,0.0,73.6,42.7,13.3,1.8
Maurice Ndour,32,3.1,2.0,0.3,45.3,14.3,73.1,45.9,11.3,0.4
Martin Nessley,44,1.1,1.9,0.4,38.5,-,44.4,38.5,2.8,-0.1
Melvin Newbern,33,3.6,1.1,1.7,37.2,12.5,56.7,37.6,11.5,0.0
Mike Newlin,837,14.9,3.0,4.0,46.6,30.2,87.0,46.9,15.5,50.4
Malik Newman,1,2.0,0.0,0.0,0.0,0.0,100.0,0.0,-11.4,0.0
Mike Niles,44,2.6,1.3,0.3,34.8,50.0,45.9,35.5,6.7,-0.3
Moochie Norris,445,5.1,2.0,2.8,40.1,28.6,74.0,43.0,13.0,10.0
Mike Novak,125,3.4,0.4,1.4,31.0,null,56.6,null,-14.7,2.2
Mel Nowell,115,8.4,2.3,2.1,39.8,28.1,80.3,40.3,11.6,2.6
Mike O'Koren,407,8.2,3.4,2.1,49.0,27.1,65.1,49.5,12.1,14.6
Mike O'Neill,4,3.0,2.3,0.8,23.5,null,100.0,null,4.6,-0.1
Mehmet Okur,634,13.5,7.0,1.7,45.8,37.5,79.7,50.3,17.1,54.7
Mark Olberding,946,9.5,5.3,2.5,49.2,12.2,80.8,49.2,12.6,48.0
Michael Olowokandi,500,8.3,6.8,0.7,43.5,-,59.7,43.5,10.7,2.5
Miye Oni,64,2.2,1.6,0.5,35.9,34.6,81.8,50.0,7.0,1.0
Matt Othick,4,2.0,0.5,1.8,60.0,50.0,0.0,80.0,5.9,0.0
Mac Otten,59,2.4,-,0.6,32.9,null,49.4,null,-,0.3
Marcus Paige,5,2.4,0.8,0.6,28.6,25.0,100.0,35.7,9.1,0.0
Milt Palacio,470,4.8,1.8,2.5,41.9,23.5,71.9,42.9,9.9,3.9
Med Park,313,6.1,3.1,1.7,37.9,null,72.8,null,11.3,7.5
Marty Passaglia,53,2.8,-,0.5,23.4,null,58.3,null,-,-0.1
Myles Patrick,3,1.7,0.7,0.3,40.0,-,50.0,40.0,6.9,0.0
Mel Payton,111,5.4,3.6,1.1,36.3,null,74.6,null,14.3,2.5
Mike Penberthy,56,4.9,1.2,1.3,41.5,39.6,88.6,53.8,11.5,1.7
Mike Peplowski,68,2.9,2.6,0.4,55.6,0.0,53.1,55.6,9.8,1.0
Mel Peterson,134,7.7,4.7,1.2,44.2,22.5,82.0,44.6,14.5,2.1
Morris Peterson,711,10.7,3.5,1.5,41.8,37.3,77.3,49.5,13.3,35.7
Michael Phelps,132,3.6,1.1,1.0,41.6,9.1,63.9,41.8,8.8,0.3
Mickaël Piétrus,557,8.3,3.1,0.8,42.5,35.5,66.5,51.4,11.6,19.7
Marshall Plumlee,29,1.9,2.3,0.4,51.5,-,57.1,51.5,10.9,0.3
Mason Plumlee,588,8.5,6.5,2.4,57.9,5.1,57.2,57.9,18.0,39.5
Miles Plumlee,346,4.9,4.5,0.5,54.2,-,54.3,54.2,13.7,10.6
Mark Pope,153,1.9,1.7,0.4,40.1,17.9,57.3,41.9,6.4,1.3
Michael Porter Jr.,116,14.4,6.1,1.0,53.2,43.9,80.6,62.8,20.3,9.8
Marlbert Pradd,79,4.2,1.0,0.3,43.9,23.1,77.4,44.5,19.0,1.7
Mike Pratt,143,5.6,2.7,2.0,42.7,37.3,79.9,44.0,10.8,3.2
Mark Price,722,15.2,2.6,6.7,47.2,40.2,90.4,53.0,19.6,71.1
Mike Price,123,3.2,1.3,0.7,40.2,-,77.2,40.2,9.1,0.4
Mark Radford,97,3.6,0.8,1.7,50.7,28.6,45.8,51.8,11.3,0.4
Moe Radovich,4,3.5,0.3,2.0,38.5,null,100.0,null,20.0,0.1
Miroslav Raduljica,53,3.6,2.1,0.4,53.0,-,82.5,53.0,14.7,1.1
Mark Randall,127,2.6,1.3,0.4,44.3,15.4,72.2,45.3,11.6,1.0
Mike Ratliff,60,4.0,3.2,0.6,41.7,null,53.6,null,10.2,-0.2
Michael Redd,629,19.0,3.8,2.1,44.7,38.0,83.8,50.3,19.5,55.9
Marlon Redmond,77,6.5,2.1,1.0,42.3,0.0,65.5,42.3,11.0,0.6
Malachi Richardson,70,2.8,1.0,0.3,35.8,30.1,78.3,43.3,6.2,-0.1
Micheal Ray Richardson,556,14.8,5.5,7.0,45.7,22.0,69.0,46.5,16.9,35.2
Mitch Richmond,976,21.0,3.9,3.5,45.5,38.8,85.0,49.7,17.6,79.3
Mel Riebe,146,10.8,-,1.5,30.4,null,62.1,null,-,6.5
Mike Riordan,639,9.9,2.9,2.4,47.0,null,74.4,null,12.3,33.2
Marv Roberts,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.3,11.4
Mitchell Robinson,158,8.4,7.0,0.6,70.5,-,56.8,70.5,21.6,16.3
Marshall Rogers,26,3.8,0.4,0.4,37.1,null,93.3,null,9.8,-0.2
Malik Rose,813,6.2,4.1,0.8,43.7,17.7,74.3,43.8,13.4,26.5
Mickey Rottner,100,5.4,-,1.4,29.0,null,47.8,null,-,3.7
Michael Ruffin,414,1.7,3.9,0.6,40.7,0.0,45.9,40.7,8.5,6.8
Melvin Sanders,16,2.6,1.4,0.2,48.5,66.7,70.0,51.5,10.5,0.2
