Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
DeMarcus Cousins,606,20.4,10.6,3.1,46.0,33.4,73.7,48.0,22.2,45.2
Dave Cowens,766,17.6,13.6,3.8,46.0,7.1,78.3,46.0,17.0,86.3
Dillard Crocker,154,8.8,2.2,1.3,31.6,null,70.6,null,12.8,1.8
Dante Cunningham,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
Dick Cunningham,358,2.8,3.7,0.6,40.6,null,63.6,null,10.5,4.2
Dell Curry,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16.0,41.5
Dale Davis,1094,8.0,7.9,0.9,53.0,0.0,56.2,53.0,15.2,86.9
Deyonta Davis,107,4.2,3.2,0.4,59.9,0.0,63.5,59.9,15.4,3.6
Dwight Davis,340,8.6,5.9,1.6,42.3,null,73.0,null,12.3,11.4
Darryl Dawkins,726,12.0,6.1,1.3,57.2,13.3,68.5,57.2,15.8,46.4
Darren Daye,328,6.8,2.6,2.0,49.1,11.8,68.1,49.1,13.9,9.3
Dave DeBusschere,875,16.1,11.0,2.9,43.2,null,69.9,null,15.5,60.8
DeMar DeRozan,881,20.1,4.4,3.8,46.0,28.1,83.3,47.3,18.5,74.9
Dewayne Dedmon,410,6.4,6.0,0.7,52.2,33.1,73.2,56.1,15.0,18.7
Don Dee,58,5.7,5.0,0.6,35.7,0.0,74.7,35.7,7.0,-0.3
Dell Demps,20,3.0,0.5,0.5,50.0,33.3,76.2,51.2,14.4,0.1
Dave Deutsch,19,1.1,1.1,0.8,16.7,null,45.0,null,2.4,-0.5
Donte DiVincenzo,159,9.0,4.8,2.4,43.2,34.9,72.8,52.8,13.0,8.5
Derrick Dial,82,3.1,1.6,0.8,37.2,19.0,67.2,38.6,12.2,0.6
Dan Dickau,300,5.8,1.4,2.5,40.1,34.1,83.1,46.0,12.9,5.9
Derrek Dickey,321,6.1,4.9,1.1,47.0,null,74.5,null,13.2,11.1
Dick Dickey,45,2.8,1.8,1.1,29.4,null,68.1,null,9.6,0.3
Dwaine Dillard,3,1.3,3.0,0.7,33.3,-,100.0,33.3,7.2,0.0
DeSagana Diop,601,2.0,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8
Damyean Dotson,211,7.5,2.5,1.5,41.7,34.6,71.1,50.5,10.3,3.0
Devon Dotson,11,2.1,0.5,0.6,52.4,14.3,-,54.8,19.3,0.2
Danny Doyle,4,4.0,2.0,0.8,50.0,null,80.0,null,22.2,0.1
Dennis DuVal,50,1.9,0.6,0.7,36.1,null,66.7,null,11.2,0.0
Dick Duckett,34,3.9,1.6,1.4,34.2,null,88.9,null,8.0,0.2
Duje Dukan,1,6.0,4.0,1.0,20.0,40.0,-,30.0,4.2,0.0
Devin Durrant,63,5.0,2.1,1.3,41.4,0.0,68.9,41.4,8.6,-0.2
Devin Ebanks,63,3.6,1.9,0.4,38.5,22.2,72.2,40.4,9.6,0.5
Dike Eddleman,267,12.1,4.5,2.1,35.2,null,63.0,null,10.9,7.3
Doug Edwards,85,2.4,1.8,0.7,37.8,0.0,70.9,37.8,8.4,0.2
Don Eliason,1,0.0,-,0.0,0.0,null,-,null,-,0.0
Dale Ellis,1209,15.7,3.5,1.4,47.9,40.3,78.4,53.6,16.0,84.7
Darrell Elston,77,7.8,2.2,2.6,40.2,16.7,75.2,40.4,8.7,-0.3
Drew Eubanks,99,4.6,3.6,0.6,58.4,100.0,74.5,58.9,17.5,3.3
Daniel Ewing,127,3.4,1.2,1.4,38.9,29.5,78.0,43.3,8.3,0.8
Dante Exum,245,5.7,1.8,2.1,40.7,30.5,76.4,47.3,8.3,3.1
Dick Farley,211,6.5,2.5,1.8,38.4,null,70.0,null,12.0,8.2
Desmon Farmer,11,2.4,0.6,1.0,31.0,25.0,100.0,39.7,6.0,0.0
Derrick Favors,751,10.8,7.2,1.1,53.4,20.5,66.4,53.7,19.0,58.8
Dave Fedor,7,0.9,0.9,0.1,30.0,null,0.0,null,2.2,-0.1
Dave Feitl,275,4.3,3.0,0.5,43.3,0.0,75.1,43.3,9.8,1.4
Desmond Ferguson,7,1.9,0.6,0.1,41.7,37.5,0.0,54.2,11.3,0.0
Duane Ferrell,583,6.4,1.9,0.9,48.0,28.8,75.0,48.7,12.9,15.7
Danny Ferry,917,7.0,2.8,1.3,44.6,39.3,84.0,50.6,11.8,34.8
Danny Finn,142,7.3,3.9,4.0,32.7,null,59.9,null,13.0,1.0
Dorian Finney-Smith,314,7.5,4.5,1.3,43.7,34.7,72.9,53.6,10.7,14.1
Derek Fisher,1287,8.3,2.1,3.0,39.9,37.4,81.7,46.6,11.7,62.3
Dick Fitzgerald,61,4.5,-,0.7,23.7,null,68.3,null,-,-0.9
Don Ford,474,6.4,3.6,1.4,46.4,14.3,77.3,46.4,10.8,12.7
Donnie Forman,44,4.1,-,1.7,29.4,null,64.2,null,-,0.8
Danny Fortson,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3
De'Aaron Fox,263,18.2,3.4,6.4,45.8,32.6,71.8,49.6,17.6,13.2
Donnie Freeman,648,18.9,3.5,3.5,45.6,15.1,80.0,45.7,18.2,58.0
Dan Gadzuric,527,4.7,4.4,0.4,50.0,0.0,49.8,50.0,14.4,15.8
Daniel Gafford,97,6.2,3.5,0.5,69.1,-,61.9,69.1,19.6,5.3
Deng Gai,2,0.0,0.0,0.0,-,-,-,-,0.0,0.0
Danilo Gallinari,662,15.9,4.8,2.0,42.7,38.2,87.6,51.5,17.1,60.5
Dave Gambee,750,10.6,5.2,1.0,42.0,null,82.2,null,14.5,35.1
Darius Garland,113,14.8,2.1,4.9,42.8,37.4,85.8,49.8,11.3,-0.1
Dick Garmaker,421,13.3,4.2,2.6,40.3,null,78.7,null,14.2,25.6
Dean Garrett,359,4.8,5.0,0.6,48.0,-,67.7,48.0,13.3,14.1
Diante Garrett,90,3.2,1.2,1.7,37.3,35.1,68.2,43.5,7.3,-1.0
Dick Garrett,339,10.3,3.0,2.5,42.3,null,86.3,null,10.8,6.0
Devean George,630,5.6,3.1,0.9,39.2,34.3,72.1,45.6,10.6,18.2
Derrick Gervin,77,8.8,2.3,0.5,43.5,22.6,76.4,44.1,16.3,2.1
Dick Gibbs,333,5.2,1.9,0.8,40.2,null,79.9,null,9.8,2.6
Daniel Gibson,397,7.8,2.0,2.0,40.2,40.7,78.0,51.2,10.8,16.0
Dee Gibson,44,6.4,-,2.9,31.4,null,71.8,null,-,2.7
Dion Glover,294,8.2,3.1,1.5,41.1,31.7,75.6,44.5,12.8,5.8
Dan Godfread,11,1.2,0.2,0.0,41.7,0.0,75.0,41.7,18.5,0.1
Drew Gooden,790,11.0,7.1,1.1,46.2,25.7,76.0,46.8,16.3,43.9
Drew Gordon,9,1.9,2.0,0.2,42.1,0.0,50.0,42.1,3.7,-0.1
Devonte' Graham,164,13.3,2.6,5.4,37.6,36.4,82.2,49.2,14.5,7.3
Danny Granger,586,16.8,4.9,1.9,43.4,38.0,84.8,50.0,16.9,48.5
Donte Grantham,3,0.0,0.0,0.0,0.0,0.0,-,0.0,-38.1,0.0
Don Grate,2,2.0,-,1.5,16.7,null,100.0,null,-,0.0
Devin Gray,27,2.5,1.4,0.3,36.5,-,61.8,36.5,11.3,0.1
Danny Green,757,9.0,3.5,1.6,42.2,40.1,80.5,55.1,12.8,47.2
Devin Green,27,0.9,0.9,0.3,21.4,0.0,61.9,21.4,4.7,-0.1
Draymond Green,639,8.8,6.9,5.3,43.6,31.6,71.5,49.6,14.9,49.0
Donté Greene,253,6.1,2.4,0.7,40.6,30.4,70.1,46.3,10.0,1.5
Dave Greenwood,823,10.2,7.9,2.0,47.7,13.8,76.5,47.8,13.6,46.4
Dennis Grey,62,8.8,5.6,0.8,41.0,0.0,53.6,41.0,8.8,0.6
Darrell Griffith,765,16.2,3.3,2.1,46.3,33.2,70.7,48.7,14.6,22.0
Derek Grimm,9,1.6,0.4,0.0,28.6,33.3,100.0,42.9,7.9,0.0
Dick Groat,26,11.9,3.3,2.7,36.8,null,79.0,null,18.1,2.0
Dick Grubar,2,2.0,0.0,0.5,66.7,-,-,66.7,20.2,0.0
Dave Gunther,1,2.0,3.0,3.0,50.0,null,-,null,31.6,0.0
Devon Hall,11,1.8,0.6,1.2,20.0,23.5,50.0,26.7,3.1,-0.2
Donta Hall,22,5.1,4.5,0.7,70.2,-,61.5,70.2,18.6,1.2
Darvin Ham,417,2.7,2.3,0.5,51.8,25.0,49.4,52.0,9.0,5.6
Dale Hamilton,14,1.8,-,1.2,24.2,null,47.4,null,-,-0.3
Daniel Hamilton,25,2.8,2.1,1.2,39.4,35.7,50.0,46.5,8.5,0.0
Dennis Hamilton,144,4.6,3.1,0.8,51.1,0.0,77.3,51.1,12.2,4.0
Darrin Hancock,133,3.5,1.3,0.7,53.0,33.3,57.9,53.2,10.5,1.1
Dusty Hannahs,4,5.0,0.5,1.3,33.3,25.0,100.0,38.1,10.1,0.0
Don Hanrahan,18,1.8,1.7,0.6,34.4,null,73.3,null,14.0,0.2
Darrell Hardy,17,5.2,3.3,0.5,43.2,0.0,71.4,43.2,19.3,0.5
Derek Harper,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16.0,86.8
Devin Harris,985,10.8,2.2,3.9,43.2,32.5,79.6,48.3,16.0,54.9
David Harrison,189,5.0,2.9,0.2,53.0,-,52.5,53.0,10.9,3.2
Donnell Harvey,205,5.6,4.0,0.8,46.0,10.0,65.9,46.0,12.5,4.7
Dick Hemric,138,6.3,5.1,0.7,37.7,null,66.9,null,13.4,5.3
Dave Henderson,22,5.7,1.6,1.5,40.5,0.0,68.1,40.5,6.7,-0.4
Don Henriksen,138,7.2,7.2,1.7,38.4,null,65.8,null,11.4,4.3
Dewan Hernandez,6,2.3,2.3,0.5,35.7,50.0,60.0,39.3,12.9,0.0
Dan Hester,42,5.9,5.6,0.8,39.6,41.7,81.7,40.6,14.9,0.5
Darrun Hilliard,91,3.2,0.9,0.8,37.7,30.4,74.7,43.3,7.7,0.3
Darnell Hillman,682,9.8,7.6,1.4,47.7,16.7,62.8,47.7,13.4,31.1
Darington Hobson,5,0.8,0.6,1.2,15.4,0.0,-,15.4,-3.3,-0.2
Donald Hodge,249,4.7,3.2,0.8,43.7,28.6,71.1,43.9,10.5,1.8
Doug Holcomb,3,5.0,-,1.7,25.0,null,64.3,null,-,0.1
Dennis Holman,46,3.8,1.7,1.6,35.9,44.4,60.2,37.3,8.6,0.3
Dick Holub,48,10.5,-,0.8,29.5,null,63.3,null,-,4.2
Derek Hood,2,0.0,0.5,0.0,0.0,-,-,0.0,-24.2,-0.1
Dave Hoppen,169,5.0,3.8,0.6,51.8,20.0,75.1,51.9,11.3,3.6
Dennis Hopson,334,10.9,2.8,1.6,43.1,27.1,76.5,44.0,13.3,7.1
Dennis Horner,8,0.6,0.6,0.0,25.0,0.0,75.0,25.0,6.6,0.0
Danuel House,162,9.2,3.8,1.4,43.1,36.4,76.5,54.5,11.1,7.0
Dwight Howard,1182,16.2,12.1,1.4,58.6,15.9,56.6,58.7,21.4,138.2
De'Andre Hunter,86,13.0,4.6,1.8,43.0,34.8,79.9,50.4,10.4,1.8
D.J. Mbenga,234,1.8,1.5,0.2,47.0,0.0,60.7,47.0,10.8,2.4
Darrall Imhoff,801,7.2,7.6,1.8,45.8,null,59.4,null,12.3,30.1
Damien Inglis,20,1.8,1.6,0.5,35.1,23.1,87.5,39.2,6.7,-0.1
Dan Issel,1218,22.6,9.1,2.4,49.9,20.4,79.3,50.0,21.4,157.8
Darnell Jackson,138,2.2,1.5,0.2,44.9,23.5,64.4,45.6,8.7,1.3
Demetrius Jackson,26,1.8,0.7,0.7,48.6,28.6,66.7,54.1,13.0,0.2
Dave Jamerson,90,3.4,0.9,0.7,39.2,27.7,86.0,41.3,12.0,0.2
Damion James,39,3.8,3.4,0.7,41.5,0.0,66.7,41.5,8.5,0.0
Dontell Jefferson,6,4.8,2.0,1.5,50.0,50.0,66.7,52.3,12.7,0.2
DaQuan Jeffries,44,4.0,2.0,0.7,43.8,29.4,85.7,51.6,8.6,0.6
Dakari Johnson,31,1.8,1.1,0.3,56.4,-,55.0,56.4,16.4,0.6
Darryl Johnson,11,1.1,0.2,0.1,41.7,0.0,100.0,41.7,9.7,0.0
Dave Johnson,59,3.5,1.1,0.3,36.5,20.0,66.3,37.2,7.5,-0.3
DeMarco Johnson,5,1.2,1.4,0.0,33.3,-,-,33.3,0.5,-0.1
Dennis Johnson,1100,14.1,3.9,5.0,44.5,17.2,79.7,44.8,14.6,82.6
DerMarr Johnson,344,6.2,2.2,0.9,41.1,33.6,78.9,48.5,11.0,6.4
Darius Johnson-Odom,7,0.0,0.9,0.3,0.0,0.0,0.0,0.0,-18.4,-0.3
Dahntay Jones,624,5.4,1.7,0.8,43.9,32.9,75.1,45.9,9.5,9.9
Damian Jones,143,4.6,3.1,0.7,66.9,21.4,69.1,67.3,14.4,5.9
Damon Jones,657,6.6,1.6,2.7,40.7,39.0,72.7,53.3,12.4,28.0
DeQuan Jones,63,3.7,1.7,0.3,43.6,25.7,66.7,45.6,8.4,0.1
Derrick Jones Jr.,229,6.8,3.5,0.7,50.4,29.4,68.1,55.3,13.2,11.2
Dominique Jones,80,3.1,1.4,1.8,36.6,9.5,72.9,37.0,11.9,0.3
Dontae' Jones,15,2.9,0.6,0.3,33.3,26.1,-,38.6,3.8,-0.3
Dwayne Jones,82,1.3,2.3,0.1,50.8,0.0,49.4,50.8,10.1,1.4
Dwight Jones,766,8.1,5.9,1.2,47.1,50.0,74.0,47.2,13.2,27.6
DeAndre Jordan,932,9.4,10.6,1.0,67.4,8.3,47.5,67.4,18.5,92.5
D.J. Kennedy,2,6.0,3.5,1.5,41.7,50.0,0.0,50.0,4.7,0.0
Dan King,12,1.6,2.1,0.3,31.8,null,50.0,null,-,-
Doug Kistler,5,1.6,0.2,0.0,50.0,null,50.0,null,12.1,0.0
Duane Klueh,113,8.2,3.0,1.5,36.2,null,71.9,null,-,6.0
Dick Knostman,5,2.6,3.4,1.2,30.0,null,63.6,null,17.6,0.2
Don Kojis,814,12.2,5.6,1.4,44.6,null,72.0,null,14.9,35.8
Dan Kraus,13,1.6,-,0.5,14.3,null,45.8,null,-,-0.3
Doron Lamb,100,3.5,1.0,0.8,38.1,39.4,70.0,45.8,6.3,0.1
Dan Langhi,133,3.0,1.5,0.3,39.1,28.9,61.3,40.3,8.8,0.3
Dave Lattin,263,7.2,5.1,0.7,47.7,0.0,63.1,47.7,13.6,6.3
Damion Lee,153,8.6,3.6,1.6,43.1,36.4,86.4,52.7,12.2,5.5
David Lee,58,6.4,3.2,0.3,44.2,33.3,85.7,44.6,17.3,1.9
David Lee,829,13.5,8.8,2.2,53.5,3.4,77.2,53.6,19.1,76.0
Dick Lee,2,0.0,0.5,0.5,-,-,-,-,30.7,0.0
Doug Lee,73,2.3,0.6,0.4,41.2,31.0,70.0,47.3,11.0,0.7
DeAndre Liggins,177,2.0,1.4,0.7,40.2,35.2,54.9,46.9,7.3,1.6
Damian Lillard,682,24.7,4.2,6.6,43.9,37.5,89.3,52.0,22.4,92.3
Darrell Lockhart,2,2.0,1.5,0.0,100.0,-,-,100.0,1.6,0.0
Don Lofgran,209,6.1,3.9,1.0,32.9,null,69.2,null,11.7,3.1
Didi Louzada,3,2.7,1.0,1.0,23.1,25.0,-,30.8,-0.9,-0.1
Don MacLean,319,10.9,3.8,1.3,45.5,28.4,76.5,46.5,15.1,9.4
Daryl Macon,12,2.7,1.0,0.7,36.7,46.2,57.1,46.7,4.3,-0.1
Dave Magley,14,0.9,0.7,0.1,25.0,0.0,50.0,25.0,3.9,-0.1
Dan Majerle,955,11.4,4.5,2.9,43.1,35.8,74.1,50.5,13.8,78.5
Danny Manning,883,14.0,5.2,2.3,51.1,20.6,72.9,51.3,16.9,55.1
Devyn Marble,44,2.2,1.6,0.7,30.4,22.2,37.5,35.7,5.5,-0.3
Damir Markota,30,1.7,1.0,0.2,36.5,37.5,63.6,42.3,5.0,-0.2
Donny Marshall,119,2.5,1.0,0.3,32.1,33.6,68.1,39.9,8.7,0.9
Donyell Marshall,957,11.2,6.7,1.4,43.5,35.0,73.1,48.3,16.8,59.0
Darrick Martin,514,6.9,1.1,2.9,38.2,34.0,84.3,43.8,12.5,9.6
Dino Martin,92,9.1,-,0.8,29.4,null,63.8,null,-,1.8
Don Martin,137,3.0,-,0.3,28.2,null,52.3,null,-,1.3
Desmond Mason,643,12.1,4.5,1.6,44.9,26.0,74.0,45.4,12.7,23.1
Dakota Mathias,8,6.0,0.9,1.6,39.6,30.8,33.3,47.9,9.8,0.2
Don May,379,8.8,3.5,1.0,45.3,null,79.8,null,14.4,11.4
Dwayne McClain,45,3.5,0.7,1.5,38.3,11.1,51.4,38.6,8.3,-0.3
Dan McClintock,6,3.0,2.8,0.2,50.0,-,0.0,50.0,9.9,0.0
Doug McDermott,476,9.0,2.4,0.9,47.8,40.7,82.4,56.9,12.0,17.7
Dick McGuire,738,8.0,4.2,5.7,38.9,null,64.4,null,15.5,50.9
Dominic McGuire,342,2.7,3.4,1.2,41.9,18.8,65.8,42.0,9.8,4.1
Derrick McKey,937,11.0,4.7,2.4,48.6,31.6,77.9,49.8,13.9,61.8
Darnell Mee,40,1.9,0.9,0.5,31.2,22.2,44.4,34.4,6.5,-0.1
Dick Mehen,193,10.7,3.9,2.5,38.1,null,70.9,null,10.6,8.1
De'Anthony Melton,162,7.3,3.2,2.9,41.2,35.0,77.5,48.7,12.9,4.0
Dean Meminger,416,6.1,2.6,2.5,47.5,null,62.7,null,12.1,16.6
Dewitt Menyard,71,9.1,7.8,1.2,37.0,-,66.5,37.0,12.0,1.1
Dave Meyers,281,11.2,6.3,2.3,46.1,20.0,67.6,46.1,14.1,13.4
Darius Miles,446,10.1,4.9,1.9,47.2,16.8,59.0,47.4,13.9,9.5
Darko Miličić,468,6.0,4.2,0.9,46.0,0.0,57.4,46.0,12.3,7.1
Darius Miller,271,5.9,1.6,1.4,41.9,38.3,84.0,55.2,8.7,6.5
Dick Miller,8,1.0,0.9,0.6,44.4,0.0,-,44.4,3.3,-0.1
Dirk Minniefield,222,5.3,1.7,3.8,47.0,27.2,73.9,48.1,11.4,4.1
Dave Minor,116,7.6,4.5,2.5,36.0,null,75.4,null,11.8,3.6
Donovan Mitchell,278,23.4,4.1,4.3,43.9,36.2,82.9,50.7,18.2,21.8
Doug Moe,378,16.3,6.8,3.2,42.8,21.3,80.0,43.0,16.2,25.5
Darren Morningstar,23,4.2,3.5,0.7,47.6,-,60.0,47.6,8.9,0.4
Darius Morris,132,3.3,1.0,1.4,38.4,32.2,63.0,43.9,7.7,-0.3
Dwayne Morton,41,4.1,1.4,0.4,38.8,36.0,68.2,42.2,11.0,0.2
Donatas Motiejūnas,251,7.3,3.8,1.1,46.9,30.0,59.7,50.8,12.4,7.1
Dick Murphy,31,1.1,-,0.3,20.0,null,44.4,null,-,-0.5
Dejounte Murray,252,10.1,5.4,3.6,45.2,33.2,75.8,47.8,15.6,9.1
Dorie Murrey,357,4.7,4.4,0.6,42.5,null,67.9,null,11.7,6.5
Džanan Musa,49,4.3,1.9,0.9,37.6,22.7,72.6,42.8,9.1,0.0
Dikembe Mutombo,1196,9.8,10.3,1.0,51.8,0.0,68.4,51.8,17.2,117.0
DeMarcus Nelson,13,4.1,1.8,1.0,44.4,0.0,35.7,44.4,6.5,-0.3
Don Nelson,1053,10.3,4.9,1.4,48.0,null,76.5,null,16.1,74.6
Dick Nemelka,39,5.5,1.5,1.5,38.5,32.3,65.3,43.2,9.8,0.5
Dave Newmark,176,5.7,3.9,0.7,42.0,-,64.9,42.0,12.3,1.9
