Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Avery Johnson,1054,8.4,1.7,5.5,47.9,14.5,70.6,48.1,14.5,56.5
Alvin Jones,23,1.1,1.6,0.1,40.0,-,50.0,40.0,6.2,0.1
Anthony Jones,164,3.6,1.3,0.7,39.3,30.6,74.0,40.6,9.8,0.8
Askia Jones,11,4.1,1.0,1.5,34.1,16.7,81.3,36.4,8.3,-0.1
Adonis Jordan,10,2.1,0.6,2.2,29.6,25.0,50.0,35.2,8.0,0.0
Adam Keefe,617,5.0,4.1,0.7,50.2,7.1,71.4,50.2,12.9,24.9
Arvesta Kelly,188,8.0,2.6,1.8,44.5,25.3,63.7,46.4,9.9,5.6
Alec Kessler,210,5.2,3.6,0.4,42.6,41.7,74.4,43.1,9.6,2.0
Albert King,534,12.1,4.2,2.2,46.1,26.8,79.1,46.6,13.1,16.3
Andrei Kirilenko,797,11.8,5.5,2.7,47.4,31.0,75.4,50.2,18.7,75.4
Alex Kirk,5,0.8,0.2,0.2,25.0,-,100.0,25.0,8.5,0.0
Andy Kostecka,21,6.4,-,0.7,41.8,null,61.4,null,-,1.7
Arvid Kramer,8,2.0,1.5,0.4,31.8,-,100.0,31.8,6.6,-0.1
Anthony Lamb,24,5.5,2.9,1.0,39.0,32.4,85.7,48.7,8.7,0.2
Andrew Lang,737,6.0,4.8,0.6,47.0,25.0,74.4,47.1,11.7,28.6
Antonio Lang,143,2.3,1.5,0.3,45.5,0.0,71.9,45.5,8.8,1.7
Acie Law,188,3.9,1.0,1.6,41.3,23.5,77.8,43.4,9.9,1.6
Allen Leavell,700,9.5,1.7,4.8,45.0,23.4,83.4,46.2,14.7,29.9
Alex Len,531,7.8,6.0,0.8,50.6,33.2,68.5,52.2,15.4,20.7
Andrew Levane,103,4.5,1.3,2.0,31.0,null,63.3,null,-4.1,0.8
Alton Lister,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6
Art Long,98,3.5,3.3,0.5,45.8,66.7,48.5,46.1,9.7,0.9
Al Lucas,2,1.0,-,1.0,33.3,null,-,null,-,0.0
Al Lujack,5,0.8,-,0.0,12.5,null,40.0,null,-,0.0
Arvydas Macijauskas,19,2.3,0.5,0.3,34.1,25.0,86.7,37.8,8.3,0.0
Al Masino,99,4.8,2.1,1.8,34.6,null,62.5,null,9.3,3.0
Anthony Mason,882,10.9,8.3,3.4,50.9,16.7,70.9,51.0,14.6,88.3
Ariel Maughan,259,7.9,4.0,1.2,28.0,null,71.2,null,-,4.2
Andre McCarter,103,3.8,0.9,1.7,43.1,25.0,72.5,43.4,10.4,1.1
Amal McCaskill,114,1.8,1.9,0.3,37.7,0.0,60.9,37.7,7.7,0.5
Antonio McDyess,1015,12.0,7.5,1.3,49.7,11.7,67.0,49.7,17.2,69.8
Alfred McGuire,191,4.0,2.2,1.9,37.9,null,55.1,null,11.1,5.5
Allie McGuire,2,2.0,1.0,0.5,50.0,null,-,null,10.3,0.0
Aaron McKie,793,7.4,3.3,2.7,43.8,35.0,77.9,47.5,12.8,40.0
Alfonzo McKinnie,165,4.0,2.6,0.3,47.5,32.5,61.0,54.2,11.0,3.2
Al Miksis,8,3.4,-,0.5,23.8,null,81.0,null,-,0.1
Aaron Miles,19,0.8,0.7,1.3,33.3,-,100.0,33.3,6.0,0.0
Andre Miller,1304,12.5,3.7,6.5,46.1,21.7,80.7,46.8,17.4,100.8
Anthony Miller,181,2.8,2.7,0.4,51.0,25.0,57.6,51.3,13.6,3.8
Adam Mokoka,25,1.9,0.6,0.4,40.4,28.0,40.0,47.9,6.2,0.0
Andre Moore,10,2.4,1.4,0.6,33.3,-,75.0,33.3,12.1,0.0
Adam Morrison,161,7.5,2.1,1.4,37.3,33.1,71.0,42.3,7.4,-1.4
Anthony Morrow,564,9.4,2.2,0.9,44.7,41.7,88.0,53.9,13.2,23.2
Arnett Moultrie,59,3.6,3.1,0.2,54.7,-,66.7,54.7,14.1,1.7
Alonzo Mourning,838,17.1,8.5,1.1,52.7,24.7,69.2,52.9,21.2,89.7
Allen Murphy,31,3.8,1.6,0.4,37.0,0.0,68.2,37.0,8.0,-0.1
Angelo Musi,161,8.4,-,0.7,29.0,null,77.1,null,-,6.0
Abdel Nader,188,4.7,1.9,0.5,43.2,36.0,72.5,51.3,9.6,2.8
Al Negratti,11,2.8,-,0.5,18.8,null,62.5,null,-,-0.1
Aaron Nesmith,46,4.7,2.8,0.5,43.8,37.0,78.6,55.1,9.4,1.1
Andrew Nicholson,285,6.0,3.0,0.4,46.7,32.1,77.3,49.5,12.2,3.8
Andrés Nocioni,514,10.5,4.5,1.2,43.1,37.3,79.9,49.7,12.9,21.8
Audie Norris,187,4.4,3.1,0.8,51.1,0.0,66.2,51.1,9.1,2.9
Andy O'Donnell,25,3.6,-,0.7,35.2,null,77.8,null,-,0.3
Alan Ogg,80,2.2,1.7,0.2,49.3,0.0,56.8,49.3,9.1,0.8
Arinze Onuaku,19,1.8,1.8,0.5,65.2,-,40.0,65.2,14.5,0.2
Andre Owens,54,3.6,1.3,1.0,37.0,37.5,71.2,42.8,8.3,0.2
Andy Panko,1,0.0,0.0,0.0,-,-,-,-,0.0,0.0
Anthony Parker,494,9.1,3.2,2.3,44.4,40.4,79.4,52.3,12.2,24.5
Anžejs Pasečņiks,28,5.6,3.9,0.7,52.1,0.0,58.6,52.1,10.6,0.4
Andrae Patterson,40,3.0,1.7,0.4,45.5,0.0,77.8,45.5,14.3,0.7
Adreian Payne,107,4.0,2.9,0.6,40.6,25.4,68.0,42.3,8.0,-0.6
Anthony Peeler,827,9.7,2.6,2.4,42.7,38.4,79.9,49.2,12.9,30.7
Aulcie Perry,21,8.6,5.0,1.0,43.5,0.0,63.3,43.5,12.2,0.1
Alec Peters,20,4.1,1.9,0.6,37.8,31.0,80.0,50.0,10.7,0.3
Andy Phillip,701,9.1,4.4,5.4,36.8,null,69.5,null,14.2,60.8
Aleksej Pokusevski,45,8.2,4.7,2.2,34.1,28.0,73.8,41.2,6.1,-1.9
Alex Poythress,52,3.8,2.3,0.5,47.2,35.8,66.7,53.1,11.7,1.0
A.J. Price,261,5.8,1.4,2.2,38.0,31.6,74.2,45.6,12.2,4.7
Anthony Pullard,8,2.1,1.0,0.3,44.4,-,33.3,44.4,9.2,-0.1
Aleksandar Radojević,15,1.7,2.4,0.5,30.8,-,62.5,30.8,-0.9,-0.4
Anthony Randolph,252,7.1,4.3,0.7,45.3,24.1,74.0,46.0,16.5,5.8
Andy Rautins,5,1.6,0.2,0.6,42.9,25.0,50.0,50.0,-1.2,-0.2
Allan Ray,47,6.2,1.5,0.9,38.6,41.4,76.4,47.9,10.0,0.6
Antoine Rigaudeau,11,1.5,0.7,0.5,22.9,20.0,-,24.3,-2.4,-0.4
Arnie Risen,637,12.0,9.7,1.7,38.1,null,69.9,null,16.6,56.0
Austin Rivers,588,9.1,2.1,2.3,41.8,35.0,64.6,48.8,10.2,12.7
Andre Roberson,307,4.5,4.0,0.9,47.3,25.3,46.8,51.9,9.7,12.6
Anthony Roberson,65,4.1,0.8,0.5,40.0,35.6,90.0,50.2,11.5,0.5
Anthony Roberts,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3
Alvin Robertson,779,14.0,5.2,5.0,47.7,29.5,74.3,49.0,17.0,52.1
Al Roges,84,7.5,2.8,2.1,36.0,null,71.4,null,9.7,0.7
Arvydas Sabonis,470,12.0,7.3,2.1,50.0,32.8,78.6,51.7,21.2,47.3
Al Salvadori,17,3.2,2.7,0.2,36.2,100.0,68.8,37.1,6.0,-0.1
Al Sanders,4,2.0,1.3,0.0,100.0,-,66.7,100.0,6.6,0.1
Alan Sawyer,33,6.6,3.7,0.8,37.0,null,86.0,null,-,0.9
Alex Scales,1,0.0,0.0,0.0,-,-,-,-,-,0.0
Admiral Schofield,33,3.0,1.4,0.5,38.0,31.1,66.7,48.4,6.1,0.1
Alvin Scott,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0
Ansu Sesay,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4
Alexey Shved,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1
Anfernee Simons,154,7.5,2.0,1.3,41.0,38.2,79.4,51.3,10.5,2.0
Alvin Sims,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1
Al Skinner,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2
Alen Smailagić,29,3.0,1.5,0.6,46.3,30.4,72.0,51.5,12.4,0.3
Adrian Smith,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2
Al Smith,337,9.8,2.6,5.3,40.7,29.2,77.3,42.7,10.9,11.1
Art Spector,169,5.0,-,0.8,28.0,null,57.5,null,-,2.9
Andre Spencer,48,7.2,3.2,1.0,44.5,0.0,73.3,44.5,14.1,1.4
Art Spoelstra,278,7.2,4.6,1.0,39.1,null,69.3,null,11.9,8.6
Alex Stepheson,8,2.8,3.5,0.3,33.3,-,33.3,33.3,14.8,0.1
Alex Stivrins,22,2.0,1.0,0.2,46.5,0.0,50.0,46.5,10.5,-0.1
Art Stolkey,23,4.4,-,1.7,22.0,null,68.2,null,-,1.6
Awvee Storey,60,2.4,1.4,0.4,41.4,25.0,51.1,42.9,10.5,0.3
Amar'e Stoudemire,846,18.9,7.8,1.2,53.7,23.6,76.1,53.8,21.8,92.5
Aaron Swinson,9,2.7,0.9,0.3,55.6,-,80.0,55.6,11.7,0.0
Anthony Taylor,21,6.9,1.6,2.0,39.7,0.0,75.0,39.7,11.1,0.2
Adonis Thomas,6,2.3,0.5,0.5,42.9,20.0,100.0,46.4,7.3,0.0
Al Thornton,296,11.9,4.2,1.2,45.2,29.3,74.7,46.5,12.3,6.1
Anthony Tolliver,730,6.1,3.3,0.9,41.4,37.3,77.1,53.7,10.9,25.9
Andrew Toney,468,15.9,2.2,4.2,50.0,34.2,79.7,51.2,16.1,26.9
Andy Tonkovich,17,2.6,-,0.6,26.8,null,66.7,null,-,-0.4
Andy Toolson,60,2.7,1.2,0.5,39.7,34.1,75.7,44.9,8.0,0.6
Axel Toupane,33,3.1,1.2,0.6,37.8,32.6,75.0,46.1,7.3,0.5
Allonzo Trier,88,9.7,2.6,1.7,45.4,38.4,80.1,51.0,12.5,1.4
Ansley Truitt,16,2.4,2.4,0.1,42.9,-,33.3,42.9,12.9,-0.1
Al Tucker,352,10.1,4.9,1.0,45.6,37.1,72.7,46.1,13.1,11.1
Alando Tucker,51,4.1,1.0,0.3,42.3,29.4,78.3,45.1,13.0,0.4
Anthony Tucker,62,3.9,2.7,1.1,45.7,0.0,61.4,45.7,9.2,0.6
Andre Turner,170,4.5,1.5,3.1,42.2,23.7,76.4,43.2,12.0,1.8
Anderson Varejão,632,7.2,7.2,1.2,50.9,2.3,63.0,50.9,15.6,46.4
Alexander Volkov,149,6.8,2.6,2.2,45.5,33.3,61.3,48.3,14.1,4.5
Andre Wakefield,81,2.3,1.0,0.9,35.4,-,70.8,35.4,4.4,-1.1
Andy Walker,40,4.5,1.9,0.8,46.2,null,76.6,null,13.0,0.7
Antoine Walker,893,17.5,7.7,3.5,41.4,32.5,63.3,46.1,16.0,38.1
Andrew White,15,4.6,2.3,0.4,34.2,36.7,25.0,46.6,5.8,-0.1
Andrew Wiggins,525,19.5,4.4,2.3,44.6,34.1,73.1,48.5,14.8,18.9
Aaron Williams,715,5.8,3.9,0.7,49.3,6.3,74.0,49.3,13.9,28.7
Al Williams,11,3.9,2.4,0.5,44.2,-,50.0,44.2,15.3,0.0
Alan Williams,67,6.2,5.5,0.6,50.6,0.0,62.6,50.6,19.2,2.5
Alvin Williams,460,9.0,2.5,4.1,42.1,31.3,76.0,44.8,13.7,21.7
Art Williams,548,5.3,3.1,4.4,41.0,-,72.9,41.0,13.6,17.7
Al Wood,417,11.8,3.0,1.8,46.5,21.1,78.9,47.0,13.9,15.4
Antoine Wright,297,5.4,2.3,1.0,41.2,30.4,67.4,46.3,7.9,3.1
A.J. Wynder,6,2.0,0.5,1.3,25.0,0.0,75.0,25.0,7.6,0.0
Ante Žižić,113,6.0,3.9,0.6,58.1,-,71.1,58.1,17.4,3.5
