Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Reggie Lewis,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9
Randy Livingston,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3
Ron Livingstone,117,6.3,4.7,1.9,28.6,null,69.2,null,-,2.4
Riney Lochmann,170,4.3,2.7,0.8,40.5,31.3,60.6,40.9,9.5,0.6
Rob Lock,20,1.5,1.6,0.2,28.1,-,80.0,28.1,5.3,-0.2
Raül López,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1
Robin Lopez,903,8.8,5.0,0.8,53.6,29.3,74.7,54.0,16.0,48.2
Ryan Lorthridge,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4
Ray Lumpp,300,8.2,2.2,2.2,36.6,null,76.7,null,12.6,15.5
R.B. Lynam,7,2.4,0.7,0.0,29.4,0.0,87.5,29.4,-0.2,0.0
Ronnie MacGilvray,6,1.3,1.5,1.8,16.7,null,57.1,null,7.9,-0.1
Rudy Macklin,160,6.4,2.9,0.8,44.9,0.0,77.6,44.9,10.0,3.2
Randolph Mahaffey,321,11.9,8.0,1.6,44.5,0.0,68.4,44.5,12.3,16.7
Rick Mahorn,1117,6.9,6.2,1.0,49.3,13.2,70.4,49.3,11.6,51.7
Renaldo Major,1,5.0,2.0,0.0,20.0,-,50.0,20.0,-3.7,-0.1
Rich Manning,55,3.3,1.7,0.2,41.5,40.0,64.3,42.1,8.1,-0.3
Roy Marble,29,1.9,1.1,0.4,25.7,0.0,59.4,25.7,4.0,-0.5
Ricky Marsh,60,4.5,1.3,1.5,42.6,null,69.7,null,8.4,0.5
Rawle Marshall,63,2.7,1.0,0.4,37.6,23.8,71.6,39.3,8.1,0.2
Roger Mason,518,6.3,1.7,1.3,40.8,38.3,86.6,50.9,10.9,13.0
Ray McCallum,154,6.0,2.0,2.4,40.8,33.5,71.1,44.7,11.0,2.1
Rashad McCants,249,10.0,2.0,1.3,43.1,36.8,74.1,49.9,12.9,3.6
Rodney McCray,768,11.7,6.6,3.6,50.3,26.0,76.1,50.7,14.4,56.0
Roderick McDonald,87,3.2,2.3,0.5,44.8,37.5,70.4,45.4,15.2,1.1
Rodney McGruder,234,5.9,3.0,1.3,41.8,34.1,64.8,50.0,9.2,7.1
Roshown McLeod,113,7.2,2.7,1.1,40.9,11.1,81.9,41.2,10.1,0.2
Roy McPipe,5,4.2,1.0,0.2,33.3,50.0,75.0,37.5,-0.8,-0.2
Ron Mercer,432,13.6,3.1,2.1,42.9,25.0,80.8,43.4,12.5,9.4
Red Mihalik,7,0.9,-,0.0,33.3,null,-,null,-,0.0
Reggie Miller,1389,18.2,3.0,3.0,47.1,39.5,88.8,54.4,18.4,174.4
Rodney Monroe,38,3.4,0.9,0.7,36.8,22.2,82.6,38.9,8.8,-0.2
Richard Moore,18,3.8,1.1,0.4,33.8,0.0,75.0,33.8,3.0,0.0
Ron Moore,14,1.7,0.6,0.1,31.0,-,75.0,31.0,2.0,-0.1
Rex Morgan,62,2.8,1.5,0.6,37.5,null,68.2,null,10.0,0.5
Randolph Morris,74,1.9,1.4,0.1,42.6,-,54.5,42.6,6.4,-0.1
Red Morrison,155,3.6,5.3,0.9,39.6,null,57.2,null,10.6,2.2
Richard Morton,2,3.0,0.0,0.5,75.0,-,-,75.0,12.9,0.0
Rick Mount,283,11.8,1.7,2.4,43.3,31.7,82.0,45.3,13.5,10.5
Ronnie Murphy,18,2.0,0.6,0.3,28.6,25.0,63.6,29.6,2.9,-0.2
Ronald Murray,487,9.9,2.1,2.3,41.4,30.4,72.5,45.2,12.7,8.5
Ron Nelson,59,3.2,0.9,0.8,41.9,33.3,75.9,42.2,6.2,0.3
Ruben Nembhard,10,4.0,0.8,1.7,43.2,0.0,80.0,43.2,13.3,0.2
Rasho Nesterović,811,6.8,5.1,1.0,50.2,7.7,58.5,50.2,13.3,39.9
Raul Neto,317,5.6,1.5,1.9,45.2,38.2,81.7,52.3,11.9,8.6
Rich Niemann,187,6.6,5.8,0.8,47.6,-,73.5,47.6,14.9,7.3
Richie Niemiera,115,6.0,-,1.8,33.0,null,77.6,null,-,7.6
Ralph O'Brien,119,7.1,1.6,1.5,36.0,null,83.0,null,12.4,3.1
Royce O'Neale,293,5.9,4.8,2.0,44.4,37.9,79.5,55.6,9.7,15.6
Ralph Ogden,32,1.3,1.0,0.3,23.9,null,66.7,null,2.5,-0.7
Red Owens,90,5.2,3.5,1.5,31.3,null,61.4,null,11.2,1.6
Ray Owes,57,3.1,2.9,0.3,41.7,20.0,56.5,41.9,11.1,0.4
Robert Pack,552,8.9,2.0,4.6,42.5,29.2,78.7,43.9,15.0,14.4
Robert Parish,1611,14.5,9.1,1.4,53.7,0.0,72.1,53.7,19.2,147.0
Richard Parks,40,3.3,2.9,0.4,44.4,33.3,57.1,44.7,11.4,0.5
Ruben Patterson,649,10.7,4.2,1.8,51.7,17.9,64.1,52.0,17.1,35.1
Rich Peek,51,4.6,3.9,0.4,48.3,-,53.8,48.3,10.3,1.0
Reggie Perry,26,3.0,2.8,0.5,41.0,19.0,76.9,43.6,11.0,0.2
Ron Perry,187,11.9,2.8,2.2,38.2,34.3,70.2,41.4,10.1,6.0
Richard Petruška,22,2.4,1.4,0.0,43.5,46.7,75.0,51.1,12.3,0.0
Roger Phegley,345,8.7,2.0,1.4,47.0,25.3,83.4,47.5,13.6,8.5
Ricky Pierce,969,14.9,2.4,1.9,49.3,32.2,87.5,50.7,17.7,72.2
Ralph Polson,49,3.9,4.3,0.5,36.3,null,63.5,null,11.0,0.8
Roger Powell,3,0.7,1.0,0.0,0.0,0.0,100.0,0.0,-8.3,-0.1
Ronnie Price,544,3.7,1.2,1.8,37.3,30.2,73.8,43.4,9.1,4.0
Roy Pugh,23,1.4,-,0.4,25.5,null,31.6,null,-,-0.2
Rodney Purvis,16,6.0,1.7,1.1,32.7,25.0,86.7,38.8,4.5,-0.3
Ray Radziszewski,1,0.0,2.0,1.0,0.0,null,-,null,-8.9,-0.1
Ray Ragelis,51,1.3,1.5,0.6,26.0,null,62.1,null,6.1,-0.4
Ray Ramsey,2,1.0,-,0.0,0.0,null,100.0,null,-,0.0
Ron Reed,119,8.0,6.4,1.5,36.4,null,57.1,null,11.9,-1.0
Richie Regan,215,8.3,2.6,2.9,34.4,null,71.7,null,9.4,3.5
Robert Reid,919,11.4,4.5,2.7,45.8,29.1,73.2,46.3,13.1,40.3
Ryan Reid,5,1.6,0.4,0.0,80.0,-,-,80.0,17.6,0.1
Richard Rellford,4,4.0,1.8,0.3,62.5,-,75.0,62.5,11.6,0.0
Rodrick Rhodes,72,5.3,1.2,1.7,34.7,20.0,62.0,35.1,6.7,-1.6
Ron Riley,264,5.8,5.2,1.2,41.9,null,69.1,null,11.3,2.5
Rich Rinaldi,84,4.8,1.2,0.9,38.9,0.0,73.5,38.9,11.5,0.3
Ramón Rivas,28,1.4,0.9,0.1,38.7,0.0,64.0,38.7,9.3,0.0
Red Robbins,586,13.1,10.5,1.7,46.6,30.5,81.8,47.1,18.0,50.4
Rick Roberson,423,9.0,8.3,1.4,44.0,null,58.5,null,13.2,14.6
Ryan Robertson,1,5.0,0.0,0.0,33.3,0.0,100.0,33.3,2.6,0.0
Rick Robey,493,7.6,4.7,1.2,50.1,12.5,65.0,50.1,12.8,15.8
Ronnie Robinson,72,6.1,4.3,0.7,44.4,0.0,67.1,44.4,10.8,0.8
Rumeal Robinson,336,7.6,1.8,3.5,43.2,34.4,61.1,45.6,12.9,5.2
Red Rocha,586,10.9,6.6,2.0,37.0,null,75.9,null,13.3,47.9
Rodney Rogers,866,10.9,4.5,2.0,45.1,34.7,69.0,49.4,14.4,38.8
Roy Rogers,137,4.8,3.5,0.4,48.3,50.0,53.2,48.4,12.1,1.7
Rajon Rondo,918,10.0,4.6,8.1,45.8,32.3,60.9,48.3,16.0,61.1
Rob Rose,2,0.0,1.0,0.0,0.0,-,-,0.0,5.0,0.0
Ron Rowan,7,1.7,0.1,0.1,44.4,100.0,75.0,50.0,22.2,0.0
Reggie Royals,2,2.0,0.0,0.0,50.0,-,-,50.0,6.5,0.0
Ricky Rubio,631,11.0,4.2,7.6,39.1,32.5,84.3,43.9,15.7,40.3
Rubin Russell,26,5.4,2.0,0.3,35.4,18.2,61.0,36.7,6.1,-0.3
Robert Sacre,189,4.2,3.1,0.7,43.6,0.0,67.1,43.6,10.8,2.4
Ralph Sampson,456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1
Ron Sanford,1,0.0,0.0,0.0,-,-,-,-,-10.4,0.0
Russ Schoene,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5
Roger Schurig,21,4.8,1.4,0.9,37.2,37.5,75.0,38.8,7.6,0.3
Ray Scott,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7
Rony Seikaly,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3
Rollie Seltz,34,7.8,-,1.9,30.1,null,76.9,null,-,1.8
Ramon Sessions,691,10.3,2.7,4.1,43.4,31.6,79.1,45.3,15.9,28.8
Ron Shavlik,8,1.3,2.9,0.0,17.4,null,40.0,null,-1.1,-0.3
Ralph Siewert,21,1.0,-,0.2,13.6,null,53.3,null,-,-0.3
Ralph Simpson,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.2,29.0
Reggie Slater,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3
Randy Smith,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1
Reggie Smith,66,1.5,1.8,0.1,39.4,0.0,40.4,39.4,9.1,0.4
Robert Smith,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6
Russ Smith,27,2.0,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2
Rik Smits,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6
Ricky Sobers,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32.0
Ron Sobie,192,8.4,4.1,1.8,37.9,null,80.8,null,14.0,7.2
Ray Spalding,16,3.6,3.3,0.3,52.9,0.0,28.6,52.9,13.1,0.1
Rory Sparrow,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3
Ryan Stack,43,2.3,1.8,0.2,35.2,0.0,78.7,35.2,7.2,0.2
Randy Stoll,25,5.7,3.6,0.5,47.8,-,40.0,47.8,9.9,0.3
Rod Strickland,1094,13.2,3.7,7.3,45.4,28.2,72.1,46.2,18.0,85.8
Roger Strickland,1,2.0,0.0,0.0,33.3,null,-,null,-0.1,0.0
Red Stroud,7,2.9,0.3,0.1,45.5,100.0,90.0,50.0,5.7,0.2
Rodney Stuckey,651,12.6,2.9,3.6,42.3,30.0,82.4,44.3,14.9,28.7
Robert Swift,97,4.3,3.9,0.2,50.6,-,61.0,50.6,11.4,1.7
Roy Tarpley,280,12.6,10.0,1.0,48.3,17.6,74.4,48.4,18.4,19.8
Ronald Taylor,77,4.8,3.8,0.9,46.6,-,55.3,46.6,9.1,1.5
Reggie Theus,1026,18.5,3.3,6.3,47.1,25.2,82.6,47.9,16.6,66.9
Ronald Thomas,264,4.0,4.1,0.8,46.8,21.4,53.6,47.0,12.6,7.4
Rod Thorn,466,10.8,3.1,2.6,43.3,null,72.3,null,14.5,17.2
Ray Tolbert,261,3.6,2.3,0.5,49.5,0.0,54.4,49.5,9.8,2.9
Rudy Tomjanovich,768,17.4,8.1,2.0,50.1,26.2,78.4,50.2,16.9,70.4
Raymond Townsend,154,4.8,1.0,1.4,41.1,17.1,70.3,41.5,9.8,1.0
Robert Traylor,438,4.8,3.7,0.7,47.4,16.7,57.7,47.5,14.5,13.3
Rayjon Tucker,34,2.8,0.9,0.3,47.5,20.8,78.6,51.6,11.3,0.4
Ronny Turiaf,473,4.7,3.7,1.3,53.3,0.0,63.6,53.3,13.8,19.2
Roko Ukić,85,4.0,0.9,1.9,38.7,18.9,74.6,40.7,10.0,-0.2
Ronnie Valentine,24,3.5,1.3,0.3,37.8,50.0,47.4,38.3,10.3,-0.3
Ratko Varda,1,5.0,1.0,0.0,66.7,-,100.0,66.7,15.0,0.0
Rashad Vaughn,139,3.0,1.1,0.5,33.7,31.3,69.2,42.4,5.9,-0.6
Rasheed Wallace,1109,14.4,6.7,1.8,46.7,33.6,72.1,50.7,17.0,105.1
Red Wallace,61,9.1,-,1.0,27.8,null,54.1,null,-,1.9
Rex Walters,335,4.6,1.2,1.7,44.1,36.1,80.9,51.4,11.2,6.3
Richard Washington,351,9.8,6.3,1.2,45.3,25.0,71.1,45.3,13.3,10.8
Ron Watts,28,1.4,1.4,0.1,26.1,null,69.6,null,8.9,-0.1
Rick Weitzman,25,1.3,0.4,0.3,26.1,null,69.2,null,5.6,-0.3
Ralph Wells,3,0.7,2.0,2.3,14.3,null,0.0,null,-0.2,-0.2
Robert Werdann,47,2.1,1.7,0.2,37.8,0.0,57.4,37.8,9.8,0.1
Ray Wertis,68,3.6,-,0.7,21.0,null,59.0,null,-,-1.4
Roland West,4,1.0,1.3,0.0,40.0,null,-,null,6.8,0.0
Russell Westbrook,943,23.2,7.4,8.5,43.7,30.5,79.0,46.7,23.2,104.8
Robert Whaley,23,2.1,1.9,0.7,40.4,-,50.0,40.4,7.6,0.0
Randy White,281,7.4,4.9,0.6,40.1,19.3,70.7,40.8,11.0,1.9
Rodney White,218,7.1,2.2,1.1,42.4,31.4,74.9,45.5,12.3,1.8
Rory White,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
Royce White,3,0.0,0.0,0.0,0.0,-,-,0.0,-8.3,0.0
Rudy White,124,3.1,1.0,0.9,40.8,0.0,74.2,40.8,9.2,0.2
Ron Widby,20,2.9,2.3,0.2,38.6,0.0,57.1,38.6,11.5,0.0
Ray Williams,655,15.5,3.6,5.8,45.1,23.7,80.2,45.6,17.3,37.1
Reggie Williams,599,12.5,4.0,2.5,43.7,29.8,78.4,46.4,14.2,26.0
Reggie Williams,206,7.8,2.4,1.5,45.6,36.5,75.0,53.2,14.3,6.4
Rickey Williams,44,3.3,0.9,0.8,41.5,0.0,66.0,41.5,9.6,-0.1
Rob Williams,153,8.6,2.2,5.4,43.9,27.4,78.9,44.6,12.2,2.1
Robert Williams,113,5.7,5.0,1.1,72.0,0.0,62.3,72.0,23.9,8.5
Ron Williams,516,9.3,1.9,3.5,44.1,null,83.3,null,13.5,23.5
Rick Wilson,66,2.9,1.2,1.3,39.3,-,56.0,39.3,9.0,0.2
Ricky Wilson,24,5.2,1.1,2.9,39.1,38.5,72.5,43.6,10.0,0.3
Rickie Winslow,7,1.0,1.0,0.3,23.1,0.0,50.0,23.1,-3.4,-0.2
Randy Wittman,543,7.4,1.4,2.2,50.1,32.1,75.3,50.4,11.2,17.2
Rubén Wolkowyski,41,2.0,1.1,0.1,32.5,0.0,68.4,32.5,6.0,-0.1
Robert Woodard,13,1.5,1.2,0.2,40.0,16.7,37.5,42.5,12.5,0.0
Randy Woods,151,2.4,0.6,1.7,34.0,30.5,68.3,42.5,11.6,0.6
Rich Yonakor,10,3.3,2.7,0.3,53.8,-,71.4,53.8,20.4,0.3
